path,tracked,bytes,lines,category,review_depth,recommended_disposition,purpose_or_controls,imports,symbols,sha256
platform/UI/overlays/sdl_alignment_guides.cpp,yes,1013,26,UI/application,Inventory and text index,Extract useful services; replace or consolidate presentation and state,,UI/overlays/sdl_alignment_guides.h; bg_editor.h,bdd_alignment_guides_draw,bcfabccb6de353374a194a61571c77d889b9cba059921fb49ca12e4af9085370
platform/UI/overlays/sdl_alignment_guides.h,yes,454,20,UI/application,Inventory and text index,Extract useful services; replace or consolidate presentation and state,,SDL.h,bdd_alignment_guides_draw,77731ed4757a7ad1a3387dc7dbdaa84e6dec2357a0fa41abf62ad2972dbbc147
platform/UI/overlays/sdl_reference_overlay.cpp,yes,723,23,UI/application,Inventory and text index,Extract useful services; replace or consolidate presentation and state,,UI/overlays/sdl_reference_overlay.h; bg_editor.h; bg_editor_globals.h,bdd_reference_overlay_draw,594a93cb78d8a64f159e048cef0b6244349d2f45f6fb1b154d694239a1ad32b4
platform/UI/overlays/sdl_reference_overlay.h,yes,247,16,UI/application,Inventory and text index,Extract useful services; replace or consolidate presentation and state,,SDL.h,bdd_reference_overlay_draw,7aa8fb88cf1e65a75cef6075ed695c02dcaa37ceb0a42592fb2c0e492fd8f25e
platform/UI/overlays/sdl_view_hud.cpp,yes,2242,62,UI/application,Inventory and text index,Extract useful services; replace or consolidate presentation and state,,UI/overlays/sdl_view_hud.h; UI/sdl/sdl_bitmap_font.h; bg_editor_globals.h; cstdio; cstring,draw_text_label; bdd_view_hud_draw,47cdd52ae6fcea5d2fff421262bfd05ecee3d2e685e880beb4a77c4845c254f8
platform/UI/overlays/sdl_view_hud.h,yes,212,16,UI/application,Inventory and text index,Extract useful services; replace or consolidate presentation and state,,SDL.h,bdd_view_hud_draw,78ab182ebd853a6db77f345d914a030a506bddd1bf2188c159c05886bcea68cd
platform/UI/overlays/sdl_world_grid_overlay.cpp,yes,4520,112,UI/application,Inventory and text index,Extract useful services; replace or consolidate presentation and state,,UI/overlays/sdl_world_grid_overlay.h; UI/sdl/sdl_bitmap_font.h; bg_editor.h; bg_editor_globals.h; cstdio; cstring,draw_grid_label; bdd_world_grid_overlay_draw,ea302e317d68f076b08aaa053712a23cda78b726982b840ef3bfbe979f3dfc58
platform/UI/overlays/sdl_world_grid_overlay.h,yes,348,18,UI/application,Inventory and text index,Extract useful services; replace or consolidate presentation and state,,SDL.h,bdd_world_grid_overlay_draw,c3b3c18e2ea8ad9719c9de11f1b8d2a114e4999094de1dbd2a5d8d8f28b3a4c3
platform/UI/overlays/sdl_world_markers.cpp,yes,2481,63,UI/application,Inventory and text index,Extract useful services; replace or consolidate presentation and state,,UI/overlays/sdl_world_markers.h; bg_editor.h; bg_editor_globals.h; cstdio,bdd_world_markers_draw; bdd_mouse_crosshair_draw,33a554b94734d8ecedf2e50f55d1efe01edbb99beea8e384a7425c73038fd42d
platform/UI/overlays/sdl_world_markers.h,yes,356,18,UI/application,Inventory and text index,Extract useful services; replace or consolidate presentation and state,,SDL.h,bdd_world_markers_draw; bdd_mouse_crosshair_draw,48ad4d1f9c061db90294c599f0d9461d6c1c9e383456c7abf33125a2915a17f1
platform/UI/overlays/world_context_overlay.cpp,yes,16210,294,UI/application,Inventory and text index,Extract useful services; replace or consolidate presentation and state,,bg_editor.h; bg_editor_globals.h; Core/world_module_utils.h; UI/actions/module_runtime_promote.h; imgui.h; cstdio; cstring; strings.h,draw_world_context_overlay,a72ab5c6ac051083dd821710870c5db11654cbcb1a5972314cd16148cf25f515
platform/UI/overlays/world_game_rect_overlay.cpp,yes,1290,34,UI/application,Inventory and text index,Extract useful services; replace or consolidate presentation and state,,bg_editor.h; bg_editor_globals.h; imgui.h,draw_world_game_rect,1b3a3af002178136e4aca18e10df9a33d8d7570eef809584197f1b4a228d5ecf
platform/UI/overlays/world_object_overlays.cpp,yes,3687,74,UI/application,Inventory and text index,Extract useful services; replace or consolidate presentation and state,,bg_editor.h; bg_editor_globals.h; imgui.h; cstdio,draw_world_object_overlays,a7a160ee7a66290b61820565874f293085031859add46b329638f915bee82431
platform/UI/panels/DocumentTabsPanel.h,yes,308,10,UI/application,Inventory and text index,Extract useful services; replace or consolidate presentation and state,,UI/widgets/IEditorPanel.h,render,89d73a2a56ca7637a65183488790ff1e554f4eb43814a1a6c1d4846fc2a95bc8
platform/UI/panels/MenuBarPanel.h,yes,294,10,UI/application,Inventory and text index,Extract useful services; replace or consolidate presentation and state,,UI/widgets/IEditorPanel.h,render,897296186465ff85d9e0fe77e207ac4e632e9ba0ddb0eae249e2e5daed8c1e58
platform/UI/panels/RightRailPanels.h,yes,1180,33,UI/application,Inventory and text index,Extract useful services; replace or consolidate presentation and state,,UI/widgets/IEditorPanel.h,render; render; render; render,e362407f603a2b169bc35053fa862e3fd8376e068eb2a56df39237ccc2050c04
platform/UI/panels/StatsPanels.h,yes,372,15,UI/application,Inventory and text index,Extract useful services; replace or consolidate presentation and state,,UI/widgets/IEditorPanel.h,render; render,8612bc9ecc1747ab6b89c5c5771e8ca48de632b24a7737001d2b518f7e9746e5
platform/UI/panels/ToolbarPanel.h,yes,374,13,UI/application,Inventory and text index,Extract useful services; replace or consolidate presentation and state,,UI/widgets/IEditorPanel.h,render,7855309fb34ebc296aa32450c78194e5959f44a7d2771f1ab0877a93afc1a5a4
platform/UI/panels/ToolboxPanel.h,yes,374,13,UI/application,Inventory and text index,Extract useful services; replace or consolidate presentation and state,,UI/widgets/IEditorPanel.h,render,05ac8d23be230b52a6c93ee4ed5a99960d2a808012abf12265f44fe9d93fa90b
platform/UI/panels/UtilityPanels.h,yes,1370,51,UI/application,Inventory and text index,Extract useful services; replace or consolidate presentation and state,,UI/widgets/IEditorPanel.h,render; render; render; render; render; render; render; render,590e0d47ff24b0423a730e6be292bf63c0f747617e99248b7e9d4aee8e916484
platform/UI/panels/block_editor.cpp,yes,33360,786,UI/application,Inventory and text index,Extract useful services; replace or consolidate presentation and state,-; +; 1:1; 8x; Fit; Grid; Undo; Redo; Erase; Used colors only,bg_editor_globals.h; imgui.h; undo_manager.h; stdio.h; stdlib.h; string.h; vector,block_paint_pixel; block_paint_line; block_pixel_undo_begin; block_pixel_undo_commit; block_palette_undo_capture; block_palette_undo_commit; block_palette_mark_changed; block_editor_draw_checkerboard_background; block_editor_draw_solid_backdrop_image; block_editor_clamp_state; block_editor_fit_zoom; block_editor_clamp_u8; block_editor_collect_tone_indexes; block_editor_apply_tone_from_capture; block_editor_finish_tone_edit; block_editor_draw_backdrop; block_editor_bg_option; draw_block_editor,38a5e874eac795a6d41853b8feac8953954b47ab2c35bfbd023d94bd7e23e7c3
platform/UI/panels/checkpoints_panel.cpp,yes,1705,49,UI/application,Inventory and text index,Extract useful services; replace or consolidate presentation and state,Save Checkpoint; Restore; Delete,UI/panels/UtilityPanels.h; bg_editor_globals.h; imgui.h; undo_manager.h,,93e7b056b15b26f991f852a8d09a7081bbed038c166bf32c198ba85e967f3bb6
platform/UI/panels/debug_info_panel.cpp,yes,5600,130,UI/application,Inventory and text index,Extract useful services; replace or consolidate presentation and state,BDB header; Modules (raw BDB lines); Selected object; Selected object's image; Selected palette,bg_editor_globals.h; Core/image_lookup.h; Core/editor_project_storage.h; imgui.h; stdio.h,debug_hex_words; draw_debug_info,0a229aacd16e89723c93aeff17f16c873090a445f2074ff497858a53498e1fe8
platform/UI/panels/document_tabs.cpp,yes,6676,203,UI/application,Detailed relevant sections inspected,Extract useful services; replace or consolidate presentation and state,,UI/panels/DocumentTabsPanel.h; bg_editor.h; bg_editor_globals.h; Core/editor_commands.h; UI/tools/palette_color_tools.h; imgui.h; cstdio; cstdlib; cstring,workspace_clear; doc_free; doc_save; doc_restore; doc_add; doc_close; doc_tabs,ecb4408b04237997def25c45996534b79f5a70b5542a76150828846cd4a12db7
platform/UI/panels/empty_canvas_hint.cpp,yes,1806,45,UI/application,Inventory and text index,Extract useful services; replace or consolidate presentation and state,,bg_editor_globals.h; imgui.h,draw_empty_canvas_hint,7f1cb3434a331a2eace3a99e1c2fcd7816e1ac67b66925184f2d86fda6e276c3
platform/UI/panels/gc_panel.cpp,yes,4086,106,UI/application,Inventory and text index,Extract useful services; replace or consolidate presentation and state,Select All; Select Imported; Deselect All; Delete Imported Unused; Delete Selected,UI/panels/UtilityPanels.h; bg_editor_globals.h; imgui.h; undo_manager.h; stdio.h; stdlib.h; string.h; algorithm; vector,,dc4733e817fe008ad6b27244343a942f65be55c8abd15be539fe4c9604bbf1f7
platform/UI/panels/group_bpp_reducer_panel.cpp,yes,526,14,UI/application,Inventory and text index,Extract useful services; replace or consolidate presentation and state,,bg_editor_globals.h; imgui.h,draw_group_bpp_reducer_panel,93eea60d480d96c505bfc9783b17b0ddb423ee420edb7e012eb7562d066be365
platform/UI/panels/image_list.cpp,yes,34212,759,UI/application,Inventory and text index,Extract useful services; replace or consolidate presentation and state,Delete Imported Unused; Delete All Unused; Optimize All; Clear IMG Black Mattes; Cap >6bpp to 6bpp; Trim tiles; Compact Image IDs; Select Matching Uses; Delete Matching Imported; Use,bg_editor.h; bg_editor_globals.h; imgui.h; undo_manager.h; algorithm; limits.h; stdio.h; stdlib.h; string.h; vector; strings.h,image_list_draw_details_tooltip; image_list_draw_action_menu; image_list_select_asset; draw_image_list_tools_contents; draw_image_list_assets_contents,964e2d69710e8af3c7c7008e258edf80e571ec81eb5d8ccfd8a01be451a0c4eb
platform/UI/panels/layers_panel.cpp,yes,5576,135,UI/application,Detailed relevant sections inspected,Extract useful services; replace or consolidate presentation and state,Show All; Hide All; Assign,bg_editor_globals.h; UI/actions/object_position_undo.h; imgui.h; stdio.h,draw_layers_contents,b12f3c5470c1a8dcb8898692f36994e28873495ed8662003be0e1aa5a70e888d
platform/UI/panels/menu_bar.cpp,yes,48419,908,UI/application,Detailed relevant sections inspected,Extract useful services; replace or consolidate presentation and state,,UI/panels/MenuBarPanel.h; bg_editor.h; bg_editor_globals.h; Core/editor_commands.h; Core/world_module_utils.h; UI/sdl/sdl_object_picker.h; UI/actions/object_position_undo.h; UI/tools/stage_share_bundle.h; UI/view/right_sidebar.h; imgui.h; undo_manager.h; sys/stat.h; stdio.h; string.h; limits.h; vector,menu_bar_animation_metadata_count; menu_bar_diag_tooltip; menu_bar_size_tooltip; draw_menu_bar_stage_info,f7b4e16568d6f8bfbdf1fb1a5cd2906723aefa0f98a5bbda9ff0cc9ec9f10742
platform/UI/panels/minimap.cpp,yes,2693,69,UI/application,Inventory and text index,Extract useful services; replace or consolidate presentation and state,,bg_editor.h; bg_editor_globals.h; UI/view/right_sidebar.h; imgui.h; limits.h,draw_minimap_contents,a31233c6e0b7deeeeb0e913f9ec48c113fa251dcbfcbcc67a4a12140ec1b6c63
platform/UI/panels/modules_panel.cpp,yes,62992,1388,UI/application,Inventory and text index,Extract useful services; replace or consolidate presentation and state,Promote Draft Parallax to Existing Stage; Promote to BGND.ASM; Reload from BGND.ASM; Apply Open Camera to BGND.ASM; Apply Fighter Ground Y to BGND.ASM; Apply Match Start to BGND.ASM; Apply Scroll Limits to BGND.ASM; Fit World Width + Scroll Limits to Content; Apply Background Color to BGND.ASM; Create Draft BGND.ASM,bg_editor.h; bg_editor_globals.h; Core/world_module_utils.h; UI/actions/module_runtime_promote.h; imgui.h; UI/actions/selection_helpers.h; undo_manager.h; limits.h; stdio.h; string.h; vector,module_line_capture_reset; module_line_capture_mask; module_line_capture_one; module_line_commit; module_rewrite_bounds; module_bounds_from_objects; module_bounds_for_stage; module_create_with_bounds; module_duplicate_iteration_name; module_duplicate_to_next_slot; draw_module_bounds_size_editor; runtime_name_ieq; load2_module_label_stem; load2_first_module_stem_collision; load2_min_source_x; shift_stage_x_for_load2; fit_stage_width_and_scroll_to_content; draw_modules_runtime_contents; modules_require_stage; draw_modules_summary_contents; draw_modules_create_contents; draw_modules_edit_contents,db0973cdb7b23fd7827527eac646414d8b24c4fbfeafa3f1b2512c096198499d
platform/UI/panels/object_list.cpp,yes,14129,306,UI/application,Inventory and text index,Extract useful services; replace or consolidate presentation and state,All,bg_editor_globals.h; imgui.h; undo_manager.h; stdio.h; stdlib.h; string.h; vector,sort_objects; draw_obj_list_contents,4c556143948293f145b016b71c0033ba4e96e27f0a99f828366c5e3917de60f4
platform/UI/panels/pal_anim_panel.cpp,yes,4949,148,UI/application,Inventory and text index,Extract useful services; replace or consolidate presentation and state,Enable; +; ##act; X,bg_editor_globals.h; imgui.h; string.h; vector,pal_animation_enabled; ensure_palette_restore_storage; has_palette_restore_storage; pal_animation_step; draw_pal_anim_panel,f205d76ca57823f2afed90b4f86ee80f87036090551772dc793ec5ab1ac93eb6
platform/UI/panels/palette_editor.cpp,yes,21197,560,UI/application,Inventory and text index,Extract useful services; replace or consolidate presentation and state,-##palcount; +##palcount; Undo; Redo; +; -; Rebuild All; Delete Unused; Export All Palettes...; Global / Object Color Shift,bg_editor.h; bg_editor_globals.h; Core/editor_project_storage.h; Core/image_lookup.h; UI/tools/palette_color_tools.h; undo_manager.h; stdio.h; string.h; imgui.h; Core/bdd_format.h; vector,palette_slot_undo_capture; palette_slot_undo_commit; palette_usage_stats; palette_editor_draw_checkerboard_background; palette_editor_draw_backdrop_image; draw_palette_preview; draw_palette_slot_table; draw_selected_palette_swatches; draw_palette_colors_contents; draw_palette_slots_contents; draw_palette_tools_contents; palette_tools_frame_tick,441112adbfb1961b08e5de25287bf4cf53aaaffb3f7552c7bfdf35c9f76fcfc6
platform/UI/panels/properties_panel.cpp,yes,17441,410,UI/application,Detailed relevant sections inspected,Extract useful services; replace or consolidate presentation and state,Place Sprite; Select All Uses; Lower bit depth...; Delete all selected; Include in Nearest Module; HFlip; VFlip; Edit Block; Resize; Duplicate,bg_editor.h; bg_editor_globals.h; UI/actions/object_position_undo.h; imgui.h; stdio.h; vector,obj_prop_capture_one; obj_prop_commit; obj_prop_runtime_locked_object; draw_object_image_summary; draw_selected_image_asset_summary; draw_obj_properties_contents,8e4232a4d99354f6104d3a8f87ef655be9cc57b61797d3d9f8e67a81aee97221
platform/UI/panels/right_rail_panels.cpp,yes,396,24,UI/application,Inventory and text index,Extract useful services; replace or consolidate presentation and state,,UI/panels/RightRailPanels.h; UI/view/right_sidebar.h; bg_editor_globals.h,,62cc7291850cdff10efc5708b48eccb255fd046d6151e658a5a9e6e8d670a154
